qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	sscinames	stitle	sblastnames
comp56082_c0_seq1	sp|P81498|PEPC_SUNMU	70.83	336	97	1	20	1027	55	389	3e-164	 473	N/A	Gastricsin OS=Suncus murinus GN=PGC PE=1 SV=2	N/A
comp56082_c0_seq2	sp|P81498|PEPC_SUNMU	68.90	254	78	1	20	781	55	307	1e-112	 337	N/A	Gastricsin OS=Suncus murinus GN=PGC PE=1 SV=2	N/A
comp56082_c0_seq3	sp|P81498|PEPC_SUNMU	69.80	351	104	2	5	1054	40	389	4e-167	 480	N/A	Gastricsin OS=Suncus murinus GN=PGC PE=1 SV=2	N/A
comp56082_c0_seq4	sp|P81498|PEPC_SUNMU	67.66	269	85	2	5	808	40	307	1e-115	 345	N/A	Gastricsin OS=Suncus murinus GN=PGC PE=1 SV=2	N/A
comp56087_c0_seq1	sp|O54763|A1AT_CALCN	49.39	245	122	1	4	732	168	412	4e-71	 229	N/A	Alpha-1-antiproteinase OS=Callosciurus caniceps PE=2 SV=1	N/A
comp56087_c0_seq2	sp|P38029|A1AT2_HORSE	54.81	104	47	0	68	379	51	154	2e-30	 117	N/A	Alpha-1-antiproteinase 2 OS=Equus caballus PE=1 SV=2	N/A
comp56087_c0_seq3	sp|O00394|A1AT_CHLAE	50.45	220	106	2	1	651	150	369	4e-72	 231	N/A	Alpha-1-antitrypsin (Fragment) OS=Chlorocebus aethiops GN=SERPINA1 PE=2 SV=1	N/A
comp56087_c0_seq4	sp|P38029|A1AT2_HORSE	57.78	90	38	0	68	337	51	140	3e-26	 104	N/A	Alpha-1-antiproteinase 2 OS=Equus caballus PE=1 SV=2	N/A
comp56098_c1_seq1	sp|Q8N7I0|GVQW1_HUMAN	74.29	70	16	2	3	212	126	193	3e-17	76.3	N/A	Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	N/A
comp56105_c0_seq1	sp|P19799|TRY1_XENLA	79.46	224	46	0	74	745	20	243	1e-129	 375	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq2	sp|P19799|TRY1_XENLA	80.25	243	47	1	3	731	2	243	5e-142	 407	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq3	sp|P19799|TRY1_XENLA	77.27	66	15	0	20	217	83	148	3e-27	 103	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq4	sp|P19799|TRY1_XENLA	71.01	169	46	2	3	509	2	167	3e-77	 238	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq6	sp|P06871|TRY1_CANFA	77.55	49	11	0	15	161	24	72	2e-20	85.5	N/A	Cationic trypsin OS=Canis familiaris PE=2 SV=1	N/A
comp56105_c0_seq8	sp|P19799|TRY1_XENLA	78.00	150	32	1	3	452	2	150	3e-77	 237	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq9	sp|P19799|TRY1_XENLA	79.90	194	38	1	3	584	2	194	7e-109	 320	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq10	sp|P19799|TRY1_XENLA	77.61	67	15	0	20	220	83	149	4e-27	 105	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq11	sp|P70059|TRY2_XENLA	74.42	129	33	0	15	401	22	150	7e-65	 205	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq12	sp|P19799|TRY1_XENLA	80.25	243	47	1	3	731	2	243	8e-142	 407	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq13	sp|P06871|TRY1_CANFA	76.77	99	23	0	1	297	25	123	1e-51	 168	N/A	Cationic trypsin OS=Canis familiaris PE=2 SV=1	N/A
comp56105_c0_seq14	sp|P70059|TRY2_XENLA	74.62	130	33	0	74	463	21	150	2e-65	 207	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq15	sp|P70059|TRY2_XENLA	77.59	174	39	0	15	536	22	195	3e-96	 287	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq16	sp|P19799|TRY1_XENLA	79.37	223	46	0	15	683	21	243	8e-129	 373	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq17	sp|P06871|TRY1_CANFA	78.00	50	11	0	74	223	23	72	7e-21	87.8	N/A	Cationic trypsin OS=Canis familiaris PE=2 SV=1	N/A
comp56105_c0_seq18	sp|P19799|TRY1_XENLA	77.02	161	36	1	3	485	2	161	2e-84	 255	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq19	sp|P19799|TRY1_XENLA	79.37	223	46	0	15	683	21	243	5e-129	 373	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq20	sp|P19799|TRY1_XENLA	79.46	224	46	0	74	745	20	243	2e-129	 375	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c0_seq21	sp|P19799|TRY1_XENLA	78.86	175	37	0	74	598	20	194	7e-97	 290	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56105_c1_seq1	sp|P19799|TRY1_XENLA	78.12	32	7	0	198	103	212	243	1e-10	58.9	N/A	Trypsin OS=Xenopus laevis PE=2 SV=1	N/A
comp56118_c0_seq1	sp|P03934|TC1A_CAEEL	43.14	51	27	2	44	193	174	223	5e-09	47.4	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56118_c0_seq1	sp|P03934|TC1A_CAEEL	32.73	55	37	0	178	342	219	273	5e-09	32.3	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56118_c0_seq2	sp|P03934|TC1A_CAEEL	41.05	95	52	2	2	283	39	130	7e-12	63.2	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56120_c1_seq1	sp|Q7LHG5|YI31B_YEAST	50.00	124	62	0	67	438	636	759	1e-33	 130	N/A	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2	N/A
comp56121_c0_seq3	sp|Q95SX7|RTBS_DROME	26.55	226	149	6	46	684	617	838	5e-13	71.6	N/A	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1	N/A
comp56121_c0_seq4	sp|Q95SX7|RTBS_DROME	28.49	172	109	4	46	528	617	785	9e-11	63.9	N/A	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1	N/A
comp56136_c0_seq1	sp|Q8N2A0|CX062_HUMAN	68.42	38	12	0	174	61	136	173	8e-11	47.4	N/A	Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	N/A
comp56136_c0_seq1	sp|Q8N2A0|CX062_HUMAN	70.83	24	7	0	233	162	116	139	8e-11	38.5	N/A	Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	N/A
comp56149_c0_seq1	sp|P35072|TCB1_CAEBR	39.19	148	89	1	444	4	5	152	2e-25	 105	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56149_c0_seq2	sp|P35072|TCB1_CAEBR	39.19	148	89	1	444	4	5	152	3e-25	 105	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56149_c0_seq3	sp|P35072|TCB1_CAEBR	33.33	93	61	1	292	17	5	97	1e-07	53.5	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56149_c0_seq4	sp|P35072|TCB1_CAEBR	33.33	93	61	1	292	17	5	97	2e-07	53.5	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56149_c0_seq5	sp|P35072|TCB1_CAEBR	42.76	145	82	1	704	270	130	273	8e-31	 120	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56159_c0_seq1	sp|O00370|LORF2_HUMAN	93.55	93	6	0	34	312	395	487	9e-52	 180	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp56159_c1_seq1	sp|O00370|LORF2_HUMAN	94.17	103	6	0	1	309	581	683	1e-58	 199	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp56159_c1_seq2	sp|O00370|LORF2_HUMAN	95.49	133	6	0	1	399	581	713	1e-79	 259	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp56172_c0_seq3	sp|P35072|TCB1_CAEBR	35.87	92	57	1	1	270	181	272	1e-08	53.9	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56181_c3_seq2	sp|O75132|ZBED4_HUMAN	35.09	171	105	2	132	644	795	959	8e-25	 110	N/A	Zinc finger BED domain-containing protein 4 OS=Homo sapiens GN=ZBED4 PE=1 SV=2	N/A
comp56191_c0_seq1	sp|P18733|ZG66_XENLA	48.72	39	20	0	582	698	94	132	1e-08	50.1	N/A	Gastrula zinc finger protein XlCGF66.1 (Fragment) OS=Xenopus laevis PE=2 SV=1	N/A
comp56191_c0_seq1	sp|P18733|ZG66_XENLA	50.00	24	12	0	440	511	74	97	1e-08	30.8	N/A	Gastrula zinc finger protein XlCGF66.1 (Fragment) OS=Xenopus laevis PE=2 SV=1	N/A
comp56191_c0_seq3	sp|P18733|ZG66_XENLA	48.72	39	20	0	582	698	94	132	1e-08	50.1	N/A	Gastrula zinc finger protein XlCGF66.1 (Fragment) OS=Xenopus laevis PE=2 SV=1	N/A
comp56191_c0_seq3	sp|P18733|ZG66_XENLA	50.00	24	12	0	440	511	74	97	1e-08	30.8	N/A	Gastrula zinc finger protein XlCGF66.1 (Fragment) OS=Xenopus laevis PE=2 SV=1	N/A
comp56194_c0_seq7	sp|P35072|TCB1_CAEBR	38.49	239	142	4	1	714	39	273	5e-48	 166	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56194_c0_seq8	sp|P03934|TC1A_CAEEL	37.59	133	80	2	1	396	39	169	3e-23	96.7	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56212_c0_seq2	sp|Q96DM1|PGBD4_HUMAN	32.73	110	70	3	330	13	88	197	2e-11	64.7	N/A	PiggyBac transposable element-derived protein 4 OS=Homo sapiens GN=PGBD4 PE=2 SV=3	N/A
comp56212_c0_seq4	sp|Q96DM1|PGBD4_HUMAN	40.71	140	83	0	420	1	147	286	7e-31	 120	N/A	PiggyBac transposable element-derived protein 4 OS=Homo sapiens GN=PGBD4 PE=2 SV=3	N/A
comp56212_c0_seq5	sp|Q96DM1|PGBD4_HUMAN	42.64	129	74	0	387	1	158	286	1e-29	 116	N/A	PiggyBac transposable element-derived protein 4 OS=Homo sapiens GN=PGBD4 PE=2 SV=3	N/A
comp56223_c1_seq1	sp|P35072|TCB1_CAEBR	39.39	66	39	1	9	206	117	181	3e-07	49.3	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56247_c1_seq1	sp|P35072|TCB1_CAEBR	38.24	272	166	2	857	45	3	273	2e-59	 201	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56249_c0_seq2	sp|P10978|POLX_TOBAC	27.70	148	103	3	91	522	2	149	2e-12	69.3	N/A	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1	N/A
comp56249_c0_seq3	sp|P10978|POLX_TOBAC	27.70	148	103	3	73	504	2	149	2e-12	69.3	N/A	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1	N/A
comp56259_c0_seq2	sp|P02537|K1C0_XENLA	63.42	380	124	1	112	1251	121	485	5e-154	 456	N/A	Keratin-3, type I cytoskeletal 51 kDa OS=Xenopus laevis PE=2 SV=1	N/A
comp56259_c0_seq3	sp|P05781|K1C4_XENLA	67.53	77	25	0	2	232	307	383	6e-19	83.6	N/A	Keratin, type I cytoskeletal 47 kDa OS=Xenopus laevis GN=xk81b2 PE=2 SV=1	N/A
comp56259_c0_seq4	sp|P02537|K1C0_XENLA	77.27	132	30	0	112	507	121	252	3e-64	 210	N/A	Keratin-3, type I cytoskeletal 51 kDa OS=Xenopus laevis PE=2 SV=1	N/A
comp56259_c0_seq5	sp|P02537|K1C0_XENLA	69.81	318	96	0	112	1065	121	438	1e-150	 447	N/A	Keratin-3, type I cytoskeletal 51 kDa OS=Xenopus laevis PE=2 SV=1	N/A
comp56262_c0_seq2	sp|Q80WQ9|ZBED4_MOUSE	32.46	114	59	4	140	433	1022	1133	4e-07	52.4	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56267_c1_seq1	sp|P21329|RTJK_DROFU	32.51	283	182	4	836	3	504	782	7e-27	 115	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila funebris GN=jockey\pol PE=1 SV=1	N/A
comp56267_c1_seq3	sp|P21329|RTJK_DROFU	32.51	283	182	4	995	162	504	782	1e-26	 115	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila funebris GN=jockey\pol PE=1 SV=1	N/A
comp56272_c4_seq1	sp|P03934|TC1A_CAEEL	47.87	94	49	0	1242	1523	180	273	2e-30	83.2	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56272_c4_seq1	sp|P03934|TC1A_CAEEL	41.49	94	51	2	967	1245	90	180	2e-30	72.8	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56272_c4_seq1	sp|P03934|TC1A_CAEEL	36.36	99	62	1	704	997	1	99	2e-07	56.2	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56272_c4_seq2	sp|P03934|TC1A_CAEEL	47.87	94	49	0	1199	1480	180	273	2e-30	83.2	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56272_c4_seq2	sp|P03934|TC1A_CAEEL	41.49	94	51	2	924	1202	90	180	2e-30	72.8	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56272_c4_seq2	sp|P03934|TC1A_CAEEL	36.36	99	62	1	661	954	1	99	2e-07	56.2	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp56279_c0_seq1	sp|P02538|K2C6A_HUMAN	65.89	214	71	1	643	2	173	384	1e-94	 294	N/A	Keratin, type II cytoskeletal 6A OS=Homo sapiens GN=KRT6A PE=1 SV=3	N/A
comp56279_c1_seq1	sp|Q4FZU2|K2C6A_RAT	66.82	214	71	0	3	644	203	416	4e-94	 292	N/A	Keratin, type II cytoskeletal 6A OS=Rattus norvegicus GN=Krt6a PE=1 SV=1	N/A
comp56279_c1_seq2	sp|P04266|K2C1_XENLA	68.63	102	32	0	1	306	208	309	2e-22	 101	N/A	Keratin, type II cytoskeletal I (Fragment) OS=Xenopus laevis PE=2 SV=1	N/A
comp56279_c1_seq4	sp|P48668|K2C6C_HUMAN	66.67	276	92	0	3	830	214	489	2e-104	 327	N/A	Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3	N/A
comp56279_c1_seq5	sp|Q01546|K22O_HUMAN	76.29	97	23	0	3	293	413	509	3e-21	97.1	N/A	Keratin, type II cytoskeletal 2 oral OS=Homo sapiens GN=KRT76 PE=1 SV=2	N/A
comp56279_c1_seq7	sp|Q01546|K22O_HUMAN	76.29	97	23	0	3	293	413	509	1e-20	97.1	N/A	Keratin, type II cytoskeletal 2 oral OS=Homo sapiens GN=KRT76 PE=1 SV=2	N/A
comp56279_c1_seq9	sp|P48668|K2C6C_HUMAN	66.67	276	92	0	3	830	214	489	6e-103	 327	N/A	Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3	N/A
comp56279_c1_seq13	sp|Q29426|K2C3_RABIT	80.43	92	18	0	1	276	410	501	2e-20	94.7	N/A	Keratin, type II cytoskeletal 3 OS=Oryctolagus cuniculus GN=KRT3 PE=2 SV=1	N/A
comp56279_c1_seq14	sp|P04266|K2C1_XENLA	68.63	102	32	0	1	306	208	309	3e-23	 101	N/A	Keratin, type II cytoskeletal I (Fragment) OS=Xenopus laevis PE=2 SV=1	N/A
comp56279_c1_seq15	sp|Q4FZU2|K2C6A_RAT	67.29	269	88	0	3	809	203	471	2e-101	 319	N/A	Keratin, type II cytoskeletal 6A OS=Rattus norvegicus GN=Krt6a PE=1 SV=1	N/A
comp56279_c1_seq16	sp|Q29426|K2C3_RABIT	81.61	87	16	0	3	263	415	501	8e-20	92.4	N/A	Keratin, type II cytoskeletal 3 OS=Oryctolagus cuniculus GN=KRT3 PE=2 SV=1	N/A
comp56279_c1_seq17	sp|Q29426|K2C3_RABIT	81.61	87	16	0	3	263	415	501	3e-19	92.4	N/A	Keratin, type II cytoskeletal 3 OS=Oryctolagus cuniculus GN=KRT3 PE=2 SV=1	N/A
comp56279_c1_seq18	sp|Q29426|K2C3_RABIT	80.43	92	18	0	1	276	410	501	7e-20	94.7	N/A	Keratin, type II cytoskeletal 3 OS=Oryctolagus cuniculus GN=KRT3 PE=2 SV=1	N/A
comp56279_c1_seq19	sp|Q4FZU2|K2C6A_RAT	67.29	269	88	0	3	809	203	471	7e-100	 319	N/A	Keratin, type II cytoskeletal 6A OS=Rattus norvegicus GN=Krt6a PE=1 SV=1	N/A
comp56285_c2_seq2	sp|P21328|RTJK_DROME	30.98	184	110	6	209	727	412	589	7e-13	71.6	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56285_c2_seq3	sp|P21328|RTJK_DROME	33.59	131	81	2	95	472	460	589	6e-12	67.4	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56288_c0_seq1	sp|P35072|TCB1_CAEBR	39.07	279	162	2	1081	248	2	273	1e-58	 202	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56289_c8_seq1	sp|Q5DU56|NLRC3_MOUSE	89.66	29	3	0	55	141	1	29	1e-09	65.5	N/A	Protein NLRC3 OS=Mus musculus GN=Nlrc3 PE=2 SV=2	N/A
comp56290_c0_seq1	sp|P16672|NU1M_LITCT	74.76	313	78	1	2540	1602	13	324	2e-111	 353	N/A	NADH-ubiquinone oxidoreductase chain 1 OS=Lithobates catesbeiana GN=MT-ND1 PE=3 SV=3	N/A
comp56298_c0_seq1	sp|O00370|LORF2_HUMAN	95.20	125	6	0	19	393	1084	1208	2e-81	 265	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp56298_c0_seq2	sp|O00370|LORF2_HUMAN	92.31	143	11	0	3	431	861	1003	1e-87	 283	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp56298_c0_seq3	sp|O00370|LORF2_HUMAN	95.06	81	4	0	72	314	1128	1208	4e-54	 187	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp56298_c0_seq4	sp|O00370|LORF2_HUMAN	92.41	145	11	0	3	437	984	1128	2e-84	 274	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp56298_c0_seq5	sp|O00370|LORF2_HUMAN	97.25	109	3	0	1	327	715	823	2e-64	 216	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp56298_c0_seq6	sp|O00370|LORF2_HUMAN	93.85	130	8	0	3	392	984	1113	5e-76	 249	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp56306_c1_seq4	sp|Q95SX7|RTBS_DROME	25.94	239	152	6	58	726	634	863	6e-11	67.4	N/A	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1	N/A
comp56306_c1_seq5	sp|Q95SX7|RTBS_DROME	25.94	239	152	6	58	726	634	863	6e-11	67.4	N/A	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1	N/A
comp56306_c1_seq11	sp|Q95SX7|RTBS_DROME	25.94	239	152	6	58	726	634	863	5e-11	66.2	N/A	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1	N/A
comp56306_c1_seq12	sp|P21329|RTJK_DROFU	28.68	136	86	3	67	450	638	770	6e-07	51.6	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila funebris GN=jockey\pol PE=1 SV=1	N/A
comp56307_c0_seq1	sp|P49948|FRIHA_XENLA	97.92	48	1	0	18	161	129	176	9e-25	 100	N/A	Ferritin heavy chain A OS=Xenopus laevis GN=fth1-a PE=2 SV=1	N/A
comp56307_c0_seq2	sp|P49948|FRIHA_XENLA	97.92	48	1	0	18	161	129	176	7e-26	 100	N/A	Ferritin heavy chain A OS=Xenopus laevis GN=fth1-a PE=2 SV=1	N/A
comp56307_c0_seq3	sp|P07229|FRI1_LITCT	68.00	50	9	1	142	270	1	50	1e-14	70.5	N/A	Ferritin, higher subunit OS=Lithobates catesbeiana PE=1 SV=3	N/A
comp56307_c0_seq4	sp|P17663|FRIHB_XENLA	90.91	176	16	0	142	669	1	176	2e-116	 343	N/A	Ferritin heavy chain B OS=Xenopus laevis GN=fth1-b PE=2 SV=2	N/A
comp56307_c0_seq5	sp|P17663|FRIHB_XENLA	89.68	155	16	0	142	606	1	155	6e-101	 297	N/A	Ferritin heavy chain B OS=Xenopus laevis GN=fth1-b PE=2 SV=2	N/A
comp56307_c0_seq6	sp|P49948|FRIHA_XENLA	97.92	48	1	0	18	161	129	176	1e-24	 100	N/A	Ferritin heavy chain A OS=Xenopus laevis GN=fth1-a PE=2 SV=1	N/A
comp56307_c0_seq7	sp|P17663|FRIHB_XENLA	90.91	176	16	0	142	669	1	176	1e-116	 343	N/A	Ferritin heavy chain B OS=Xenopus laevis GN=fth1-b PE=2 SV=2	N/A
comp56307_c0_seq8	sp|P17663|FRIHB_XENLA	90.91	176	16	0	142	669	1	176	6e-118	 343	N/A	Ferritin heavy chain B OS=Xenopus laevis GN=fth1-b PE=2 SV=2	N/A
comp56318_c2_seq1	sp|P35072|TCB1_CAEBR	40.28	211	125	1	850	1482	64	273	2e-46	 169	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56320_c0_seq1	sp|D2EAC2|ZBED6_MOUSE	27.29	425	222	10	1190	2377	263	629	3e-34	 144	N/A	Zinc finger BED domain-containing protein 6 OS=Mus musculus GN=Zbed6 PE=1 SV=1	N/A
comp56320_c0_seq1	sp|D2EAC2|ZBED6_MOUSE	43.86	57	32	0	1190	1360	128	184	2e-06	55.5	N/A	Zinc finger BED domain-containing protein 6 OS=Mus musculus GN=Zbed6 PE=1 SV=1	N/A
comp56320_c0_seq2	sp|D2EAC2|ZBED6_MOUSE	27.29	425	222	10	1173	2360	263	629	4e-34	 144	N/A	Zinc finger BED domain-containing protein 6 OS=Mus musculus GN=Zbed6 PE=1 SV=1	N/A
comp56320_c0_seq2	sp|D2EAC2|ZBED6_MOUSE	43.86	57	32	0	1173	1343	128	184	3e-06	55.1	N/A	Zinc finger BED domain-containing protein 6 OS=Mus musculus GN=Zbed6 PE=1 SV=1	N/A
comp56321_c0_seq1	sp|P35072|TCB1_CAEBR	40.37	270	159	2	575	1381	5	273	1e-58	 202	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56321_c0_seq3	sp|P35072|TCB1_CAEBR	40.37	270	159	2	484	1290	5	273	6e-59	 202	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56327_c0_seq1	sp|P62865|UBIM_BOVIN	78.38	74	16	0	36	257	1	74	3e-32	 116	N/A	Ubiquitin-like protein FUBI OS=Bos taurus GN=FAU PE=3 SV=1	N/A
comp56327_c0_seq3	sp|P62865|UBIM_BOVIN	78.38	74	16	0	36	257	1	74	4e-32	 116	N/A	Ubiquitin-like protein FUBI OS=Bos taurus GN=FAU PE=3 SV=1	N/A
comp56327_c0_seq6	sp|P62865|UBIM_BOVIN	78.38	74	16	0	36	257	1	74	2e-32	 116	N/A	Ubiquitin-like protein FUBI OS=Bos taurus GN=FAU PE=3 SV=1	N/A
comp56332_c0_seq1	sp|Q80WQ9|ZBED4_MOUSE	41.27	63	36	1	36	221	98	160	2e-08	54.7	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56332_c0_seq1	sp|Q80WQ9|ZBED4_MOUSE	47.83	46	24	0	84	221	285	330	3e-08	53.9	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56332_c0_seq1	sp|Q80WQ9|ZBED4_MOUSE	47.83	46	24	0	84	221	558	603	2e-07	51.2	N/A	Zinc finger BED domain-containing protein 4 OS=Mus musculus GN=Zbed4 PE=2 SV=1	N/A
comp56341_c1_seq2	sp|Q6RY07|CHIA_RAT	60.34	174	69	0	3	524	138	311	3e-70	 226	N/A	Acidic mammalian chitinase OS=Rattus norvegicus GN=Chia PE=2 SV=1	N/A
comp56344_c1_seq1	sp|P21328|RTJK_DROME	31.33	300	188	6	139	1005	435	727	6e-29	 122	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56344_c1_seq2	sp|P21328|RTJK_DROME	33.15	184	117	2	38	574	548	730	5e-20	92.4	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp56350_c1_seq1	sp|Q04202|TCB2_CAEBR	41.05	95	54	1	681	397	90	182	8e-32	71.2	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56350_c1_seq1	sp|Q04202|TCB2_CAEBR	40.79	76	45	0	374	147	198	273	8e-32	57.0	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56350_c1_seq1	sp|Q04202|TCB2_CAEBR	36.56	93	58	1	938	663	3	95	8e-32	52.0	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56350_c1_seq2	sp|P35072|TCB1_CAEBR	36.17	47	30	0	155	15	90	136	1e-06	39.3	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp56350_c1_seq2	sp|P35072|TCB1_CAEBR	41.67	36	21	0	244	137	60	95	1e-06	32.3	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
